response_set_id,parent_response_set_id,date_time,page,user,branch,desk,library,Contact Type,Contact Type (text),Question Type,Question Type (text),Time Spent in minutes,Comment,Reference   Research Type,Reference   Research Type (text),Reference   Research Type 2,Reference   Research Type 2 (text),Reference   Research Type 3,Reference   Research Type 3 (text)
"114113","","2019-02-20 12:04:33","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","10","","Software help","","Spatial","","",""
"114186","","2019-02-20 19:32:00","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114217","","2019-02-21 12:07:37","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114456","","2019-02-25 18:22:33","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114457","","2019-02-25 18:25:05","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114460","","2019-02-25 18:31:11","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114537","","2019-02-26 13:14:03","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114539","","2019-02-26 13:36:50","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114540","","2019-02-26 13:36:55","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"114564","","2019-02-26 17:03:36","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Other","","","","",""
"114565","","2019-02-26 17:03:41","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Spatial","","","","",""
"114962","","2019-03-05 14:30:18","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","","Software help","","Spatial","","",""
"114985","","2019-03-05 16:59:42","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","2","No available computer so I had to kick someone who is not using the monitor off!","","","","","",""
"115060","","2019-03-06 15:03:21","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Directional / Informational","","","","","","","","",""
"115063","","2019-03-06 15:53:30","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","40","dissertation lit review and drone photography  satellite imagery advice","Spatial","","Content","","",""
"115064","","2019-03-06 15:53:45","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","Esri troubleshooting","Software help","","Spatial","","",""
"115109","","2019-03-07 10:51:27","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","30","","Software help","","","","",""
"115112","","2019-03-07 11:22:43","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Directional / Informational","","","","","","","","",""
"115239","","2019-03-08 16:23:37","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Spatial","","Content","","",""
"115276","","2019-03-11 11:16:52","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Software help","","Spatial","","",""
"115277","","2019-03-11 11:17:02","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Phone","","Reference / Research Assistance","","10","","Content","","","","",""
"115336","","2019-03-11 18:21:32","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Spatial","","Content","","",""
"115349","","2019-03-11 19:02:07","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"115350","","2019-03-11 19:07:34","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"115357","","2019-03-11 20:01:53","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"115393","","2019-03-12 11:31:26","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","","","Software help","","","","",""
"115432","","2019-03-12 14:53:17","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","","python","","","","","",""
"115600","","2019-03-14 14:43:11","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
"115653","","2019-03-14 20:19:00","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Reference / Research Assistance","","","","Software help","","","","",""
"115654","","2019-03-14 20:20:30","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Software help","","Spatial","","",""
"116074","","2019-03-21 16:38:28","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Spatial","","Content","","",""
"116115","","2019-03-22 14:35:49","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Personal Email","","Reference / Research Assistance","","","","Software help","","Spatial","","",""
"117231","","2019-04-14 15:19:30","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","user wanted to use wolfram alpha but computer did not open software package due to problems wit license. I went one step further and gave user my own personal computer so she could use wolfram and plot a function.","Software help","","","","",""
"118384","","2019-04-29 17:59:31","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","3","","Software help","","Other","Zipping a folder","",""
"118498","","2019-04-30 16:24:04","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","ENV 154 Lab","Spatial","","Content","","",""
"118499","","2019-04-30 16:24:34","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","30","How to install ArcPro also needed help on ENV 154 lab","Software help","","Spatial","","",""
"118503","","2019-04-30 17:10:06","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Phone","","Reference / Research Assistance","","10","","Software help","","","","",""
"118589","","2019-05-01 12:51:35","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Directional / Informational","","30","","Software help","","Spatial","","",""
"118624","","2019-05-01 18:38:00","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Rstudio, biostats help","Software help","","Statistics","","",""
"118627","","2019-05-02 09:35:44","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Consultation","","20","ENV 154 spatial and image analyst license extension","Software help","","","","",""
"118801","","2019-05-06 10:33:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","60","global studies research help","Software help","","Spatial","","",""
"118846","","2019-05-06 13:34:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Reference / Research Assistance","","30","setting up crimson hexagon account","Software help","","","","",""
"118852","","2019-05-06 14:19:42","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","10","model builder in ArcPro","Software help","","","","",""
"118863","","2019-05-06 15:16:55","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","15","arcpro model builder","Software help","","","","",""
"118865","","2019-05-06 15:34:42","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","15","arcpro model builder","Software help","","","","",""
"118870","","2019-05-06 16:39:31","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","arcpro map layout","Software help","","","","",""
"118871","","2019-05-06 16:39:44","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","10","arcpro arcpy exporting tables","Software help","","","","",""
"118877","","2019-05-06 17:16:04","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","5","arcpro model builder","Software help","","","","",""
"118988","","2019-05-07 16:10:57","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Consultation","","30","UCSC student looking for SB soiltemp data","Spatial","","","","",""
"118990","","2019-05-07 16:24:29","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","5","excel","Software help","","","","",""
"118996","","2019-05-07 17:05:37","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","5","ArcPro","Software help","","","","",""
"119001","","2019-05-07 17:11:35","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","10","Time Series
R
Rstudio","Software help","","Statistics","","",""
"119064","","2019-05-08 16:43:01","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Directional / Informational","","10","Tableau","Software help","","","","",""
"119213","","2019-05-09 10:15:43","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Directional / Informational","","20","arcgis online","Software help","","","","",""
"119266","","2019-05-09 14:35:20","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","Arcpro Model Builder","Software help","","Spatial","","",""
"119273","","2019-05-09 14:43:45","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","Arcpro mappackages help","Software help","","Spatial","","",""
"119295","","2019-05-09 17:26:49","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","60","ArcPro Model Builder","Software help","","Spatial","","",""
"119296","","2019-05-09 17:27:00","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","ArcPro Model Builder","Software help","","Spatial","","",""
"119301","","2019-05-09 17:56:05","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","Arcpro Model Builder","Software help","","Spatial","","",""
"119302","","2019-05-09 17:56:21","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","10","ArcPro Spatial Analyst","Software help","","Spatial","","",""
"119342","","2019-05-10 13:11:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","5","ArcPro login","Software help","","","","",""
"119513","","2019-05-14 15:49:11","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","Night time lights API","Software help","","Spatial","","",""
"119577","","2019-05-15 16:13:27","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","Arcpro in its finest hours(ugh)","Software help","","","","",""
"119581","","2019-05-16 09:22:55","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Reference / Research Assistance","","10","add on licenses for arcmap","Software help","","","","",""
"119699","","2019-05-17 16:13:08","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Arcpro","Statistics","","","","",""
"119789","","2019-05-20 17:07:07","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Phone","","Reference / Research Assistance","","15","qualtrics","Software help","","","","",""
"119840","","2019-05-21 16:43:04","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","20","GEOG 176C project","Software help","","Spatial","","",""
"119844","","2019-05-21 17:37:01","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","30","IDLE through ArcGISArcPy","Software help","","Spatial","","",""
"119845","","2019-05-21 17:37:16","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Animation in ArcPro","Software help","","","","",""
"119890","","2019-05-23 09:11:57","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Reference / Research Assistance","","20","index software","Software help","","","","",""
"119952","","2019-05-23 17:24:03","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","15","GIS data for airquality","Spatial","","","","",""
"119992","","2019-05-24 13:51:04","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","R transmute vs mutate","Software help","","","","",""
"120132","","2019-05-28 15:27:54","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","60","nighttime lights DMSP Data, ArcGIS","Software help","","Spatial","","",""
"120133","","2019-05-28 15:28:10","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","15","Model Builder. ArcPro","Software help","","","","",""
"120149","","2019-05-28 18:21:04","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","80","Lots of Arcpro modelbuilder, 
Hydrology toolset, Spatial Analyst","Software help","","","","",""
"120225","","2019-05-29 12:54:47","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","5","Arcpro catalog","Software help","","","","",""
"120226","","2019-05-29 12:57:14","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Arcpro spatial analyst","Software help","","","","",""
"120227","","2019-05-29 12:58:26","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","5","Arcpro folder connections","Software help","","","","",""
"120257","","2019-05-29 16:07:22","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","ArcPro Spatial Analyst","Software help","","","","",""
"120316","","2019-05-30 14:24:06","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","45","Interpolation Hotspot analysis on ArcPro","Software help","","Spatial","","",""
"120387","","2019-05-31 13:35:40","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","10","Crimson Hexagon","Software help","","","","",""
"120393","","2019-05-31 15:40:31","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Changing field values in attribute tables","Software help","","","","",""
"120534","","2019-06-04 19:06:45","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","120","ENV 154 Project Help","Software help","","Statistics","","Spatial",""
"120564","","2019-06-05 13:21:37","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","15","Spatial autocorrelation","Software help","","Spatial","","",""
"120603","","2019-06-06 12:34:34","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","30","Making maps of Japan in Arc","Software help","","Spatial","","",""
"120637","","2019-06-06 16:21:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","50","Spatial Analyst, extracting data to shapefiles","Software help","","Spatial","","",""
"120697","","2019-06-07 12:40:26","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","40","Diblee Geologic Maps","Statistics","","Spatial","","",""
"120839","","2019-06-10 13:47:12","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","5","ArcPro model builder","Software help","","","","",""
"120854","","2019-06-10 17:03:21","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","90","ENV 154 Lab help","Software help","","Spatial","","",""
"120951","","2019-06-12 14:13:54","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","60","Nighttime lights and acquiring India census data for 2001 and 1991","Software help","","Spatial","","",""
"122833","","2019-08-02 15:58:43","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","digitizing lines","Software help","","Spatial","","",""
"123422","","2019-08-16 11:35:08","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Collab email","","Directional / Informational","","60","Probably around 60 min total over period of week. Student had install problems with ArcPro however, she was in India and the my estimate is based on the time difference","Software help","","","","",""
"123530","","2019-08-19 13:59:45","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","5","loading CSV into R Studio","Software help","","","","",""
"123546","","2019-08-19 16:08:32","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Phone","","Consultation","","10","Mathematica wont open on ipad, IRC doesnt do IT for mathematica, LSITOffice of campus software does and sent her in their direction.","Software help","","","","",""
"123562","","2019-08-20 12:08:30","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","30","ArcGIS StoryMaps","Spatial","","","","",""
"123808","","2019-08-26 13:28:17","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Helped student use Oculus for Writ 50","Other","Oculus","","","",""
"123809","","2019-08-26 13:28:38","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Helped student use Oculus for Writ 50.","Other","Oculus","","","",""
"123810","","2019-08-26 13:28:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Helped student use Oculus for Writ 50.","Other","Oculus","","","",""
"123811","","2019-08-26 13:28:57","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Helped student use Oculus for Writ 50.","Other","Oculus","","","",""
"123812","","2019-08-26 14:00:37","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","6","","Software help","","","","",""
"123814","","2019-08-26 14:14:27","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","10","Carpentry for R questions","Other","Carpentry","","","",""
"123832","","2019-08-26 17:12:46","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Reference / Research Assistance","","20","how to use Oculus Rift","Software help","","","","",""
"123833","","2019-08-26 17:13:00","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","How to use Oculus Rift","Software help","","","","",""
"123834","","2019-08-26 17:13:10","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","20","How to use Oculus Rift","Software help","","","","",""
"124038","","2019-08-30 16:35:42","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","150","Meeting with professor and visiting scholars on collaboratory resources","Spatial","","Content","","",""
"124137","","2019-09-04 16:45:34","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","Phone","","Reference / Research Assistance","","20","first thought it was a dataset, turned out to be a journal article, so tried to refer to the subject librarian but they were out so told him to use askalibrarian widget to find and request his article since it didnt look like we had it and Im not a librarian (wow thats a runon sentence)","Other","ASTM","","","",""
"124194","","2019-09-06 12:54:48","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","180","Making hosted feature layers and setting up ArcGIS Collector for fieldwork","Software help","","Spatial","","",""
"126598","","2019-09-26 11:36:35","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Consultation","","60","For Monday 923 nighttime lights consultation","Software help","","Spatial","","",""
"126842","","2019-09-27 15:06:38","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","5","how to get arcgis desktop","Software help","","Spatial","","",""
"127015","","2019-09-30 14:52:57","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","5","former ucsb undergrad, now grad student having problems with ucsb.edu email going to umail. Referred to Registrars Office.","Other","","","","",""
"127121","","2019-10-01 13:56:38","Interdisciplinary Researc","RefBuddy","Interdisciplinary Research Collaboratory","Interdisciplinary Research Collaboratory Desk","University of California, Santa Barbara","In Person","","Directional / Informational","","","","","","","","",""
